Abbey Road,Acton Central,Acton Town,Aldgate,Aldgate East,All,All Saints,All_Dest,Alperton,Amersham,Anerley,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank and Monument,Barbican,Barking,Barkingside,Barons Court,Bayswater,Beckton,Beckton Park,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Blackwall,Bond Street,Borough,Boston Manor,Bounds Green,Bow Church,Bow Road,Brent Cross,Brentwood,Brixton,Brockley,Bromley-by-Bow,Brondesbury,Brondesbury Park,Bruce Grove,Buckhurst Hill,Burnt Oak,Bush Hill Park,Bushey,Caledonian Road,Caledonian Road & Barnsbury,Cambridge Heath,Camden Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canonbury,Canons Park,Carpenders Park,Chadwell Heath,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Cheshunt,Chigwell,Chingford,Chiswick Park,Chorleywood,Clapham Common,Clapham High Street,Clapham Junction,Clapham North,Clapham South,Clapton,Cockfosters,Colindale,Colliers Wood,Covent Garden,Crossharbour,Crouch Hill,Croxley,Crystal Palace,Custom House,Cutty Sark,Cyprus,Dagenham East,Dagenham Heathway,Dalston Junction,Dalston Kingsland,Debden,Denmark Hill,Deptford Bridge,Devons Road,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East India,East Putney,Eastcote,Edgware,Edgware Road,Edmonton Green,Elephant & Castle,Elm Park,Elverson Road,Embankment,Emerson Park,Enfield Town,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finchley Road & Frognal,Finsbury Park,Forest Gate,Forest Hill,Fulham Broadway,Gallions Reach,Gants Hill,Gidea Park,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Goodmayes,Gospel Oak,Grange Hill,Great Portland Street,Green Park,Greenford,Greenwich,Gunnersbury,Hackney Central,Hackney Downs,Hackney Wick,Haggerston,Hainault,Hammersmith,Hampstead,Hampstead Heath,Hanger Lane,Harlesden,Harold Wood,Harringay Green Lanes,Harrow & Wealdstone,Harrow-on-the-Hill,Hatch End,Hatton Cross,Headstone Lane,Heathrow Terminal 4,Heathrow Terminal 5,Heathrow Terminals 2 & 3,Hendon Central,Heron Quays,High Barnet,High Street Kensington,Highams Park,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Homerton,Honor Oak Park,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hoxton,Hyde Park Corner,Ickenham,Ilford,Imperial Wharf,Island Gardens,Kennington,Kensal Green,Kensal Rise,Kensington,Kentish Town,Kentish Town West,Kenton,Kew Gardens,Kilburn,Kilburn High Road,Kilburn Park,King George V,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Langdon Park,Latimer Road,Leicester Square,Lewisham,Leyton,Leyton Midland Road,Leytonstone,Leytonstone High Road,Limehouse,Liverpool Street,London Bridge,London City Airport,London Fields,Loughton,Maida Vale,Manor House,Manor Park,Mansion House,Marble Arch,Maryland,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Mudchute,Neasden,New Cross,New Cross Gate,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Norwood Junction,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Peckham Rye,Penge West,Perivale,Piccadilly Circus,Pimlico,Pinner,Plaistow,Pontoon Dock,Poplar,Preston Road,Prince Regent,Pudding Mill Lane,Putney Bridge,Queen's Park,Queens Road Peckham,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Rectory Road,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Romford,Rotherhithe,Royal Albert,Royal Oak,Royal Victoria,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Kings,Seven Sisters,Shadwell,Shenfield,Shepherd's Bush,Shepherd's Bush Market,Shoreditch High Street,Silver Street,Sloane Square,Snaresbrook,South Acton,South Ealing,South Hampstead,South Harrow,South Kensington,South Kenton,South Quay,South Ruislip,South Tottenham,South Wimbledon,South Woodford,Southbury,Southfields,Southgate,Southwark,St James Street,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stamford Hill,Stanmore,Star Lane,Stepney Green,Stockwell,Stoke Newington,Stonebridge Park,Stratford,Stratford High Street,Stratford International,Sudbury Hill,Sudbury Town,Surrey Quays,Swiss Cottage,Sydenham,Temple,Theobalds Grove,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Gateway,Tower Hill,Tufnell Park,Turkey Street,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upper Holloway,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Walthamstow Queens Road,Wandsworth Road,Wanstead,Wanstead Park,Wapping,Warren Street,Warwick Avenue,Waterloo,Watford,Watford High Street,Watford Junction,Wembley Central,Wembley Park,West Acton,West Brompton,West Croydon,West Finchley,West Ham,West Hampstead,West Harrow,West India Quay,West Kensington,West Ruislip,West Silvertown,Westbourne Park,Westferry,Westminster,White City,White Hart Lane,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Wood Lane,Wood Street,Woodford,Woodgrange Park,Woodside Park,Woolwich Arsenal
,,9.0,15.0,13.0,7092.0,,,5.0,2.0,,22.0,9.0,4.0,,45.0,15.0,95.0,19.0,18.0,2.0,8.0,4.0,,,1.0,11.0,8.0,11.0,4.0,11.0,,61.0,,4.0,3.0,,4.0,3.0,,15.0,,6.0,,,,1.0,4.0,,,,,,,21.0,48.0,150.0,42.0,5.0,,3.0,,,5.0,6.0,,18.0,,,,,3.0,7.0,7.0,,,5.0,6.0,,,9.0,4.0,12.0,,,3.0,,,,,3.0,5.0,,,,,,,4.0,19.0,4.0,16.0,,6.0,6.0,,4.0,2.0,4.0,23.0,,16.0,2.0,,-24.0,,,3.0,55.0,32.0,,60.0,9.0,12.0,,22.0,,,5.0,,2.0,,8.0,9.0,2.0,23.0,,,1.0,26.0,67.0,,,5.0,,,,,2.0,50.0,10.0,,,9.0,,,7.0,13.0,,7.0,,4.0,5.0,10.0,9.0,,5.0,-1.0,,69.0,4.0,2.0,58.0,,,,,3.0,3.0,4.0,2.0,,7.0,,,,,4.0,3.0,,14.0,12.0,,,1.0,8.0,,5.0,,94.0,5.0,20.0,8.0,4.0,,,5.0,23.0,,5.0,,7.0,,,100.0,59.0,,,4.0,5.0,5.0,,,20.0,,14.0,10.0,5.0,6.0,49.0,6.0,12.0,,4.0,,,3.0,,3.0,18.0,1.0,3.0,5.0,,8.0,6.0,3.0,,18.0,,35.0,3.0,8.0,125.0,55.0,10.0,8.0,,,,28.0,16.0,2.0,3.0,,,2.0,,,5.0,9.0,,2.0,,8.0,2.0,,0.0,13.0,13.0,6.0,,,,,4.0,,2.0,,3.0,,,34.0,,,33.0,2.0,,,-4.0,3.0,,4.0,,3.0,17.0,3.0,,,,7.0,3.0,,5.0,4.0,25.0,,-49.0,14.0,,4.0,,5.0,,4.0,5.0,,4.0,125.0,,,2.0,2.0,,10.0,,3.0,,,5.0,16.0,52.0,13.0,2.0,,-4.0,3.0,,4.0,4.0,6.0,6.0,3.0,,3.0,19.0,48.0,80.0,19.0,,,2.0,,,50.0,5.0,57.0,7.0,,,6.0,24.0,,10.0,,1.0,15.0,21.0,1.0,,1.0,2.0,,6.0,,-3.0,,,28.0,4.0,17.0,22.0,4.0,8.0,,,3.0,,4.0,
,,9.0,17.0,23.0,6404.0,,,4.0,2.0,,22.0,4.0,2.0,0.0,33.0,15.0,-47.0,28.0,17.0,2.0,9.0,3.0,,,1.0,8.0,9.0,2.0,32.0,11.0,,29.0,12.0,5.0,2.0,,4.0,3.0,,5.0,,7.0,,,,1.0,4.0,,,4.0,,,,13.0,50.0,130.0,41.0,,,3.0,,,5.0,5.0,-80.0,8.0,,,2.0,,7.0,7.0,7.0,,,4.0,6.0,,2.0,6.0,4.0,8.0,,,,,,,,3.0,5.0,,,5.0,,,,4.0,5.0,5.0,19.0,-5.0,4.0,0.0,,7.0,2.0,4.0,19.0,,12.0,2.0,,23.0,,,3.0,32.0,,1.0,77.0,9.0,11.0,,15.0,,,13.0,,0.0,,14.0,9.0,,19.0,,,1.0,21.0,52.0,-1.0,,15.0,,,,,2.0,57.0,8.0,,-4.0,8.0,,,7.0,12.0,,6.0,,4.0,5.0,10.0,9.0,,5.0,9.0,,59.0,4.0,2.0,-74.0,-4.0,2.0,,,3.0,3.0,4.0,2.0,,6.0,,,,,3.0,3.0,,12.0,8.0,,,3.0,7.0,,4.0,,61.0,5.0,15.0,7.0,3.0,-5.0,,5.0,18.0,,0.0,,0.0,,,-37.0,62.0,,,3.0,4.0,2.0,,,,,9.0,0.0,4.0,5.0,76.0,4.0,9.0,,2.0,,,1.0,-6.0,,15.0,0.0,2.0,4.0,-3.0,8.0,6.0,3.0,,-7.0,2.0,41.0,3.0,8.0,57.0,52.0,,9.0,,,0.0,25.0,15.0,2.0,3.0,,,2.0,,,6.0,8.0,,2.0,-8.0,7.0,2.0,,1.0,9.0,17.0,6.0,2.0,,,,,,2.0,2.0,3.0,9.0,,23.0,,,-21.0,,,,21.0,2.0,,3.0,,3.0,42.0,2.0,,0.0,,8.0,3.0,,5.0,4.0,18.0,,36.0,9.0,-130.0,4.0,,5.0,,5.0,5.0,,4.0,82.0,,,,2.0,,8.0,,20.0,,1.0,5.0,13.0,-16.0,9.0,1.0,,18.0,2.0,,6.0,3.0,7.0,7.0,3.0,,0.0,17.0,31.0,57.0,17.0,,,3.0,,,35.0,5.0,39.0,7.0,,,6.0,20.0,1.0,14.0,,1.0,16.0,16.0,1.0,,5.0,2.0,,5.0,,24.0,-10.0,,50.0,2.0,14.0,21.0,3.0,4.0,,,4.0,,4.0,
,,,,,1036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,21.0,,,,,28.0,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-205.0,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,,,,,,,,,27.0,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7.0,7.0,20.0,2347.0,,,,2.0,,15.0,-3.0,2.0,1.0,15.0,13.0,-101.0,2.0,15.0,2.0,4.0,3.0,,,2.0,7.0,5.0,-4.0,-66.0,6.0,,5.0,-3.0,3.0,2.0,,3.0,3.0,,-18.0,,7.0,,,,1.0,4.0,,,3.0,,,,10.0,40.0,21.0,10.0,-47.0,,3.0,,,,6.0,-118.0,-266.0,,,,,7.0,,2.0,,,3.0,1.0,,2.0,3.0,1.0,-21.0,,,,,,,,3.0,-1.0,,,4.0,,,,3.0,18.0,5.0,13.0,4.0,4.0,8.0,,5.0,2.0,4.0,0.0,,-121.0,2.0,,-123.0,,,3.0,33.0,4.0,1.0,39.0,9.0,7.0,,4.0,,,6.0,,3.0,,8.0,8.0,0.0,20.0,,,1.0,12.0,-9.0,5.0,,11.0,,,,,2.0,42.0,8.0,,-1.0,1.0,,,3.0,10.0,,3.0,,4.0,3.0,8.0,8.0,,4.0,-29.0,,8.0,1.0,,-133.0,4.0,0.0,,,3.0,2.0,4.0,2.0,,-5.0,,,,,2.0,-3.0,,,7.0,,7.0,3.0,7.0,,-9.0,,29.0,5.0,-14.0,5.0,-60.0,6.0,,4.0,13.0,,3.0,,7.0,,,53.0,-37.0,,,3.0,-13.0,2.0,,-44.0,12.0,,,0.0,5.0,,46.0,5.0,10.0,,2.0,,,3.0,7.0,,7.0,1.0,0.0,1.0,2.0,7.0,6.0,3.0,,9.0,2.0,28.0,3.0,-4.0,-373.0,-223.0,,4.0,,,3.0,-290.0,-49.0,2.0,5.0,,,2.0,,,5.0,-34.0,,1.0,6.0,7.0,2.0,,1.0,-38.0,16.0,,,,,,3.0,,,,,-8.0,,12.0,,,26.0,1.0,,,2.0,2.0,,3.0,,,6.0,2.0,,,,5.0,4.0,,4.0,3.0,-51.0,,-13.0,5.0,-149.0,4.0,,5.0,,7.0,-2.0,,0.0,78.0,,,,,,-4.0,,-26.0,,,2.0,5.0,-38.0,5.0,2.0,,-20.0,2.0,,4.0,2.0,7.0,,2.0,,3.0,16.0,-113.0,-344.0,13.0,,,3.0,,,31.0,-17.0,-203.0,,,,2.0,19.0,2.0,-14.0,,1.0,14.0,14.0,,,4.0,,,4.0,,-42.0,17.0,,43.0,3.0,-11.0,10.0,1.0,4.0,6.0,,4.0,,3.0,
,,2.0,23.0,-156.0,2339.0,,,5.0,2.0,,-11.0,1.0,2.0,1.0,17.0,13.0,-126.0,-68.0,-33.0,-9.0,2.0,,,,-7.0,9.0,4.0,-28.0,-106.0,10.0,,-84.0,-15.0,4.0,2.0,,-1.0,2.0,,-2.0,,-36.0,,,,0.0,4.0,,,4.0,,,,4.0,49.0,150.0,10.0,-47.0,,2.0,,,6.0,3.0,-188.0,22.0,2.0,,0.0,,4.0,8.0,2.0,,,5.0,5.0,,2.0,7.0,2.0,3.0,,,3.0,,,,,-4.0,-10.0,,,-2.0,,,,5.0,-8.0,5.0,16.0,2.0,-2.0,-36.0,,-1.0,2.0,3.0,1.0,,-3.0,-4.0,,-84.0,,,-2.0,40.0,-63.0,-2.0,-99.0,4.0,9.0,,14.0,,,2.0,,-11.0,,4.0,7.0,3.0,19.0,,,1.0,-26.0,62.0,0.0,,5.0,,,,,-1.0,32.0,7.0,,-2.0,7.0,,,8.0,12.0,,6.0,,3.0,3.0,8.0,4.0,,3.0,0.0,,73.0,2.0,2.0,-190.0,-14.0,-4.0,,,0.0,4.0,4.0,1.0,,3.0,,,,,-4.0,2.0,,,7.0,,,1.0,7.0,,0.0,,-30.0,6.0,-11.0,2.0,3.0,-30.0,,1.0,16.0,,-41.0,,-56.0,,,-396.0,23.0,,,-4.0,3.0,3.0,,-28.0,-38.0,,-4.0,,5.0,6.0,22.0,5.0,-2.0,,3.0,,,-11.0,-13.0,,-7.0,1.0,2.0,5.0,0.0,5.0,7.0,3.0,,-31.0,2.0,23.0,2.0,-8.0,-117.0,24.0,,6.0,,,3.0,6.0,4.0,2.0,-27.0,,,2.0,,,0.0,5.0,,3.0,-9.0,4.0,2.0,,-8.0,12.0,0.0,7.0,-2.0,,,,2.0,,2.0,2.0,1.0,5.0,,31.0,,,-14.0,2.0,,,-20.0,-16.0,,3.0,,3.0,-15.0,3.0,,1.0,,7.0,-10.0,,5.0,4.0,28.0,,-90.0,2.0,-160.0,2.0,,6.0,,-4.0,4.0,,3.0,-333.0,,,2.0,2.0,,0.0,,-48.0,,0.0,2.0,8.0,-201.0,12.0,0.0,,-77.0,1.0,,-2.0,3.0,0.0,3.0,-6.0,,-31.0,16.0,24.0,66.0,18.0,,,-7.0,,,44.0,3.0,-70.0,6.0,,,7.0,16.0,2.0,2.0,,1.0,-32.0,14.0,1.0,,-8.0,2.0,,-1.0,,-54.0,-20.0,,-237.0,3.0,12.0,-3.0,2.0,2.0,5.0,,-8.0,,4.0,
,,9.0,29.0,29.0,8903.0,,,,,,13.0,-42.0,,,62.0,19.0,202.0,37.0,26.0,,12.0,,,,3.0,4.0,13.0,17.0,44.0,11.0,,71.0,14.0,,,,,,,19.0,,,,,,,,,,,,,,-6.0,76.0,199.0,57.0,21.0,,,,,,5.0,44.0,11.0,,,,,,,9.0,,,7.0,8.0,,,10.0,5.0,19.0,,,,,,,,,6.0,,,,,,,,22.0,,26.0,,-35.0,9.0,,8.0,,,26.0,,22.0,,,36.0,,,,43.0,,2.0,100.0,-40.0,17.0,,25.0,,,17.0,,3.0,,21.0,,3.0,-4.0,,,,,94.0,7.0,,19.0,,,,,2.0,74.0,6.0,,,,,,,,,,,,,,,,-24.0,22.0,,82.0,-16.0,,82.0,,7.0,,,,3.0,4.0,,,10.0,,,,,4.0,,,,-30.0,,,,,,,,99.0,,24.0,,5.0,8.0,,6.0,5.0,,7.0,,,,,210.0,93.0,,,,,,,36.0,18.0,,18.0,11.0,,,24.0,7.0,-4.0,,,,,3.0,,,23.0,,,,,,,,,19.0,,16.0,,11.0,159.0,76.0,,11.0,,,,52.0,19.0,,6.0,,,,,,10.0,,,,7.0,,,,,,21.0,,,,,,,,,,,19.0,,40.0,,,35.0,,,,30.0,,,,,,57.0,,,,,6.0,,,,,41.0,,44.0,,43.0,,,,,,8.0,,,168.0,,,,,,,,29.0,,,,18.0,34.0,15.0,-1.0,,30.0,-5.0,,7.0,,,,,,8.0,,60.0,106.0,24.0,,,,,,26.0,,63.0,,,,,,,,,0.0,23.0,,,,,,,,,62.0,22.0,,64.0,,,29.0,,,,,,,-10.0,
,,,26.0,,10282.0,,,5.0,-4.0,,39.0,,,,56.0,,357.0,34.0,,,,,,,,,,,58.0,15.0,,93.0,,,,,,,,25.0,,,,,,,,,,,,,,,91.0,229.0,69.0,26.0,,-1.0,,,-4.0,,80.0,33.0,1.0,,,,,-35.0,,,,,,,,,,22.0,,,-18.0,,,,,,,,,,,,,4.0,22.0,6.0,,,8.0,,,,,,34.0,,31.0,,,51.0,,,,,36.0,,83.0,,2.0,,,,,,,,,27.0,,,,,,,29.0,128.0,,,,,,,,,86.0,,,,,,,,-8.0,,,,,,,,,,24.0,,104.0,,,112.0,13.0,,,,,,,,,,,,,,,,,,19.0,,,,10.0,,,,154.0,4.0,35.0,,,,,,45.0,,,,,,,251.0,138.0,,,,,,,47.0,31.0,,23.0,19.0,,,108.0,,,,4.0,,,,,3.0,31.0,0.0,,,,5.0,-18.0,-6.0,,29.0,,79.0,,,220.0,91.0,,,,,,66.0,28.0,-2.0,,,,1.0,,,,,,2.0,,,1.0,,,,,-54.0,,,,,,,2.0,,2.0,27.0,,48.0,,,,3.0,,,41.0,,,,,,76.0,,,,,,,,,,48.0,,68.0,15.0,71.0,,,5.0,,,,,,204.0,,,,,,10.0,,38.0,,,,22.0,98.0,,,,42.0,,,,,,,,,,13.0,78.0,163.0,,,,,,,89.0,,113.0,-37.0,,,,14.0,,,,,,26.0,,,,,,,,62.0,,,77.0,4.0,,32.0,,,10.0,,,,,
,,10.0,-337.0,-77.0,3412.0,,,5.0,2.0,,-72.0,-1.0,4.0,1.0,-50.0,0.0,-587.0,-78.0,12.0,2.0,12.0,4.0,,,2.0,4.0,-3.0,7.0,19.0,11.0,,61.0,-135.0,5.0,3.0,,-2.0,1.0,,-5.0,,-2.0,,,,1.0,2.0,,,5.0,,,,-9.0,40.0,23.0,38.0,6.0,,3.0,,,5.0,-4.0,35.0,19.0,2.0,,2.0,,8.0,6.0,-13.0,,,-9.0,-4.0,,2.0,-13.0,-1.0,11.0,,,3.0,,,,,3.0,4.0,,,5.0,,,,2.0,18.0,5.0,23.0,7.0,2.0,0.0,,8.0,2.0,2.0,-4.0,,-155.0,2.0,,17.0,,,3.0,13.0,-11.0,1.0,-339.0,7.0,10.0,,21.0,,,16.0,,2.0,,16.0,0.0,-2.0,23.0,,,1.0,-28.0,64.0,6.0,,16.0,,,,,2.0,56.0,0.0,,9.0,9.0,,,7.0,7.0,,7.0,,4.0,5.0,11.0,-5.0,,3.0,0.0,,,3.0,2.0,54.0,9.0,4.0,,,3.0,3.0,3.0,2.0,,6.0,3.0,,,,-17.0,3.0,,,7.0,,8.0,3.0,7.0,,5.0,,21.0,5.0,20.0,-1.0,-1.0,8.0,,0.0,24.0,,5.0,,7.0,,,-128.0,-549.0,,,4.0,5.0,5.0,,14.0,21.0,,13.0,-9.0,4.0,6.0,,-2.0,9.0,,4.0,,,2.0,15.0,,-3.0,1.0,3.0,5.0,4.0,6.0,5.0,3.0,,16.0,2.0,7.0,3.0,-52.0,128.0,-25.0,10.0,10.0,,,3.0,35.0,17.0,2.0,3.0,,,2.0,,,10.0,7.0,,2.0,9.0,9.0,2.0,,0.0,14.0,18.0,6.0,1.0,,,,0.0,,2.0,,3.0,13.0,,33.0,,,33.0,0.0,,,14.0,3.0,,4.0,,3.0,45.0,3.0,,2.0,,0.0,3.0,,6.0,4.0,-3.0,,10.0,11.0,24.0,4.0,,4.0,,-19.0,-11.0,,4.0,107.0,,,2.0,2.0,,9.0,,13.0,,,-3.0,-15.0,52.0,12.0,2.0,,-56.0,0.0,,7.0,1.0,6.0,6.0,1.0,,3.0,11.0,47.0,93.0,19.0,,,2.0,,,48.0,5.0,27.0,7.0,,,6.0,3.0,4.0,18.0,,0.0,10.0,20.0,1.0,,6.0,2.0,,0.0,,8.0,25.0,,13.0,3.0,16.0,25.0,4.0,6.0,-1.0,,3.0,,1.0,
,,9.0,11.0,-8.0,3503.0,,,3.0,,,-77.0,2.0,3.0,2.0,15.0,-302.0,-409.0,14.0,23.0,2.0,11.0,,,,,0.0,7.0,4.0,8.0,7.0,,47.0,-83.0,6.0,3.0,,3.0,3.0,,-34.0,,7.0,,,,1.0,4.0,,,3.0,,,,-8.0,66.0,2.0,37.0,19.0,,4.0,,,,-4.0,1.0,-33.0,2.0,,,,,,-107.0,,,-66.0,-87.0,,2.0,-8.0,-111.0,14.0,,,,,,,,1.0,5.0,,,5.0,,,,2.0,19.0,,24.0,7.0,5.0,6.0,,,3.0,2.0,6.0,,-151.0,2.0,,-50.0,,,,-17.0,,,54.0,4.0,10.0,,5.0,,,19.0,,1.0,,9.0,4.0,,-46.0,,,,36.0,-28.0,4.0,,17.0,,,,,2.0,63.0,7.0,,6.0,7.0,,,7.0,10.0,,,,,5.0,11.0,-8.0,,3.0,13.0,,67.0,0.0,,57.0,3.0,-1.0,,,4.0,4.0,,,,5.0,,,,,-16.0,2.0,,,4.0,,,4.0,7.0,,3.0,,-2.0,4.0,0.0,8.0,-9.0,6.0,,,-82.0,,3.0,,5.0,,,152.0,-163.0,,,4.0,1.0,1.0,,32.0,5.0,,-5.0,-3.0,6.0,,-316.0,,-7.0,,2.0,,,2.0,10.0,,-4.0,,3.0,5.0,2.0,8.0,5.0,,,14.0,3.0,-161.0,,-76.0,-64.0,40.0,9.0,,,,4.0,33.0,-39.0,2.0,5.0,,,3.0,,,,8.0,,1.0,7.0,9.0,,,-1.0,-2.0,20.0,7.0,,,,,4.0,,,,,3.0,,15.0,,,33.0,,,,2.0,3.0,,3.0,,,-3.0,,,2.0,,-154.0,3.0,,,3.0,32.0,,16.0,2.0,36.0,,,3.0,,5.0,-48.0,,4.0,77.0,,,,,,4.0,,7.0,,,-137.0,-657.0,-65.0,5.0,0.0,,-20.0,1.0,,7.0,1.0,7.0,,2.0,,7.0,18.0,-153.0,-170.0,18.0,,,2.0,,,-53.0,1.0,-78.0,,,,6.0,16.0,4.0,21.0,,1.0,18.0,21.0,1.0,,6.0,,,5.0,,35.0,9.0,,47.0,3.0,18.0,,,1.0,,,4.0,,0.0,
,,9.0,25.0,25.0,7389.0,,,5.0,,,16.0,-14.0,3.0,1.0,43.0,15.0,182.0,25.0,23.0,,9.0,,,,2.0,4.0,11.0,12.0,25.0,11.0,,45.0,10.0,5.0,3.0,,4.0,1.0,,14.0,,7.0,,,,2.0,2.0,,,5.0,,,,8.0,59.0,162.0,47.0,15.0,,,,,,3.0,33.0,-4.0,,,,,8.0,,4.0,,,3.0,6.0,,2.0,2.0,4.0,12.0,,,,,,,,4.0,5.0,,,5.0,,,,,15.0,5.0,20.0,7.0,-4.0,8.0,,8.0,2.0,2.0,,,18.0,2.0,,22.0,,,3.0,21.0,,1.0,67.0,-2.0,13.0,,20.0,,,11.0,,3.0,,16.0,3.0,2.0,-11.0,,,1.0,,62.0,5.0,,17.0,,,,,2.0,56.0,0.0,,7.0,8.0,,,,13.0,,6.0,,4.0,5.0,9.0,2.0,,-8.0,17.0,,57.0,-4.0,,55.0,4.0,5.0,,,3.0,3.0,4.0,2.0,,4.0,,,,,-3.0,3.0,,,-7.0,,,3.0,8.0,,,,69.0,,16.0,8.0,2.0,7.0,,,-4.0,,6.0,,8.0,,,152.0,83.0,,,4.0,,5.0,,27.0,15.0,,14.0,11.0,0.0,,69.0,6.0,,,,,,3.0,13.0,,21.0,,,5.0,4.0,,,,,16.0,2.0,31.0,3.0,4.0,96.0,60.0,9.0,10.0,,,3.0,36.0,16.0,,5.0,,,,,,9.0,7.0,,,7.0,8.0,2.0,,1.0,,18.0,,,,,,,,,2.0,,13.0,,29.0,,,27.0,,,,19.0,3.0,,4.0,,,31.0,2.0,,2.0,,8.0,4.0,,6.0,4.0,29.0,,26.0,13.0,30.0,4.0,,,,7.0,4.0,,4.0,140.0,,,2.0,2.0,,,,20.0,,,4.0,14.0,11.0,11.0,1.0,,21.0,-1.0,,6.0,4.0,7.0,,3.0,,6.0,18.0,37.0,72.0,18.0,,,3.0,,,20.0,5.0,11.0,,,,6.0,23.0,3.0,16.0,,1.0,18.0,20.0,,,6.0,2.0,,,,38.0,16.0,,49.0,3.0,15.0,25.0,3.0,7.0,,,4.0,,-2.0,
,,,,,1817.0,8.0,,,,,,,,,,,-352.0,,,,,,10.0,,,,,,,,15.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,34.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,21.0,1.0,22.0,,,,,,,-16.0,9.0,,,,,,,,34.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.0,,,,,,,,,,,,,,,,,,,,,,,-82.0,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,43.0,,,-5.0,,,,,3.0,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,21.0,,20.0,,,,,,,,,,,,,,,,,,,20.0,,,,,,,-20.0,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,7.0,,,,,22.0,,,,,,,,,,,,,,,119.0
